GUID,requiredDVNs,optionalDVNs,DVN_FEES_ARRAY,RequiredDVN_Mapping,OptionalDVN_Mapping
0x562700e77b08eb4288dd2ec733dbd970d298dfc6d143b13c525ea6251e406190,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 17551362268800;17551362268800;17551362268800 ],"[('Canary', '17551362268800'), ('P2P', '17551362268800'), ('Deutsche Telekom', '17551362268800')]","[('Unknown DVN', '17551362268800')]"
0x19d453f2e2e712be4e1bd050d44f1c13faf4ecfd98dc40a936f0fc1261fa7015,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 9619345037072;9619345037072;9841351269296;9841351269296;9841351269296 ],"[('LayerZero Labs', '9619345037072'), ('Google Cloud', '9619345037072')]","[('Canary', '9619345037072'), ('Luganodes', '9619345037072'), ('Deutsche Telekom', '9841351269296')]"
0x92f7d54be016f85efccdcfffa225d4b5a939ad820351eb4a98f9ebf2ff396b3c,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 9619345037072;9619345037072;9841351269296;9841351269296;9841351269296 ],"[('LayerZero Labs', '9619345037072'), ('Google Cloud', '9619345037072')]","[('Canary', '9619345037072'), ('Luganodes', '9619345037072'), ('Deutsche Telekom', '9841351269296')]"
0xd67572e719177bdd5e9c9873d15f48e29da832f773478001031ab6a6806aa66e,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 9619345037072;9619345037072;9841351269296;9841351269296;9841351269296 ],"[('LayerZero Labs', '9619345037072'), ('Google Cloud', '9619345037072')]","[('Canary', '9619345037072'), ('Luganodes', '9619345037072'), ('Deutsche Telekom', '9841351269296')]"
0x517ebfd56b1d516aa784db3f12322fb1f71e68579abed54377272ac8a11cf986,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 9619345037072;9619345037072;9841351269296;9841351269296;9841351269296 ],"[('LayerZero Labs', '9619345037072'), ('Google Cloud', '9619345037072')]","[('Canary', '9619345037072'), ('Luganodes', '9619345037072'), ('Deutsche Telekom', '9841351269296')]"
0x534c3712afbc5140b3b569fb3c34ca476678cbad5d9cf0468e44a0ac3a8bdc7f,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 9619345037072;9530542544182;9619345037072;10018956255075;9841351269296;9841351269296;9619345037072;9530542544182;9841351269296;9530542544182;9530542544182;9530542544182 ],"[('LayerZero Labs', '9619345037072'), ('Nethermind', '9530542544182'), ('Google Cloud', '9619345037072')]","[('BitGo', '9619345037072'), ('Canary', '9530542544182'), ('P2P', '9619345037072'), ('Horizen', '10018956255075'), ('BCW Group', '9841351269296'), ('Deutsche Telekom', '9841351269296'), ('Stargate', '9619345037072'), ('BWare', '9530542544182'), ('Omni X', '9841351269296')]"
0x03f9079064b73cfd1796108199ff36ef520451e479fd1b81312e7490dbea7d24,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 92175830055758;92175830055758;94303169147342;94303169147342;94303169147342 ],"[('LayerZero Labs', '92175830055758'), ('Google Cloud', '92175830055758')]","[('Canary', '92175830055758'), ('Luganodes', '92175830055758'), ('Deutsche Telekom', '94303169147342')]"
0x35e5981600e9a05572a091b9d5df2d52f464d1c588ba384705082153c65601ba,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 17378582039406;17378582039406;17779664805966;17779664805966;17779664805966 ],"[('LayerZero Labs', '17378582039406'), ('Google Cloud', '17378582039406')]","[('Canary', '17378582039406'), ('Luganodes', '17378582039406'), ('Deutsche Telekom', '17779664805966')]"
0x34f2d21c61557b177076ff2551abce3a99f6fd26f5aab81b6f1e6a40f7f2f6c4,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 109217768263;109217768263;109217768263 ],"[('Canary', '109217768263'), ('P2P', '109217768263'), ('Deutsche Telekom', '109217768263')]","[('Unknown DVN', '109217768263')]"
0x33e52c70afe9f79bd38543ed060717461ceaba574ea6ef595597ee9c868d4d8d,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 11842624836000;11842624836000;11842624836000 ],"[('Canary', '11842624836000'), ('P2P', '11842624836000'), ('Deutsche Telekom', '11842624836000')]","[('Unknown DVN', '11842624836000')]"
0xcc36ebec076b34c1bc74aa11c35534d97accbce6947b8e3c67d23cc30df1bc8f,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2412108000000;2412108000000;2412108000000 ],"[('Canary', '2412108000000'), ('P2P', '2412108000000'), ('Deutsche Telekom', '2412108000000')]","[('Unknown DVN', '2412108000000')]"
0x255feb4116a179c3ce704d3d820cbcfec2422542e2631748186ac82fd1f00d07,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11292136737529;11292136737529;11552749567321;11552749567321;11552749567321 ],"[('LayerZero Labs', '11292136737529'), ('Google Cloud', '11292136737529')]","[('Canary', '11292136737529'), ('Luganodes', '11292136737529'), ('Deutsche Telekom', '11552749567321')]"
0x19871c50101708c1045a55d597cabc5bc75cb2495f53898983d12d431739e674,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11292136737529;11292136737529;11552749567321;11552749567321;11552749567321 ],"[('LayerZero Labs', '11292136737529'), ('Google Cloud', '11292136737529')]","[('Canary', '11292136737529'), ('Luganodes', '11292136737529'), ('Deutsche Telekom', '11552749567321')]"
0x8d711e53eac46b64aeb76968b690963223377cb453f993f587fc64b4dfd197e9,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 35643997529044;35643997529044;36466630417492;36466630417492;36466630417492 ],"[('LayerZero Labs', '35643997529044'), ('Google Cloud', '35643997529044')]","[('Canary', '35643997529044'), ('Luganodes', '35643997529044'), ('Deutsche Telekom', '36466630417492')]"
0xea3964c7bcbf387aec32d83ab3cfa958f2e6c85479c5e5fb8fb7dc40560ef4ab,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 35643997529044;35643997529044;36466630417492;36466630417492;36466630417492 ],"[('LayerZero Labs', '35643997529044'), ('Google Cloud', '35643997529044')]","[('Canary', '35643997529044'), ('Luganodes', '35643997529044'), ('Deutsche Telekom', '36466630417492')]"
0x4e4662cc4821fcb084ca5a97fe2c20446b7c7406a83f4861eea59c840a75c9f4,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 35643997529044;35643997529044;36466630417492;36466630417492;36466630417492 ],"[('LayerZero Labs', '35643997529044'), ('Google Cloud', '35643997529044')]","[('Canary', '35643997529044'), ('Luganodes', '35643997529044'), ('Deutsche Telekom', '36466630417492')]"
0xf424964c66dadf5bb1af077039982f2832c8b904ccbc13912998832a3b3719b5,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 35643997529044;35643997529044;36466630417492;36466630417492;36466630417492 ],"[('LayerZero Labs', '35643997529044'), ('Google Cloud', '35643997529044')]","[('Canary', '35643997529044'), ('Luganodes', '35643997529044'), ('Deutsche Telekom', '36466630417492')]"
0xa7c9eb9bb1defc13a4120330624a9f96e3a25ab524e87ffb366245a8c18ecd15,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 15971080377600;15971080377600;15971080377600 ],"[('Canary', '15971080377600'), ('P2P', '15971080377600'), ('Deutsche Telekom', '15971080377600')]","[('Unknown DVN', '15971080377600')]"
0xa2f492c15bda79b0ab86facbaac6519d9b472e88e84e4d2e15e21a602224aac3,[ 0x9e059a54699a285714207b43b055483e78faac25;0xcd37ca043f8479064e10635020c65ffc005d36f6;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x133e9fb2d339d8428476a714b1113b024343811e;0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xa7b5189bca84cd304d8553977c7c614329750d99;0xb3ce0a5d132cd9bf965aba435e650c55edce0062;0xc2a0c36f5939a14966705c7cec813163faeea1f0;0xcdf31d62140204c08853b547e64707110fbc6680;0xdd7b5e1db4aafd5c8ec3b764efb8ed265aa5445b;0xeede111103535e473451311e26c3e6660b0f77e1 ],[ 11031551540847;10929712042057;11031551540847;11489829285404;11286150287823;11286150287823;11031551540847;10929712042057;11286150287823;10929712042057;10929712042057;10929712042057 ],"[('LayerZero Labs', '11031551540847'), ('Nethermind', '10929712042057'), ('Google Cloud', '11031551540847')]","[('BitGo', '11031551540847'), ('Canary', '10929712042057'), ('P2P', '11031551540847'), ('Horizen', '11489829285404'), ('BCW Group', '11286150287823'), ('Deutsche Telekom', '11286150287823'), ('Stargate', '11031551540847'), ('BWare', '10929712042057'), ('Omni X', '11286150287823')]"
0x612d4cdf3e3aa9e6b81e603299623a1bc924ac992856d40f0b45c69cd2fd9d62,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0x94bc28127047662b7df08d68f031b78e34a270475609623c1bcedcc6b0580fa4,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2313084000000;2313084000000;2313084000000 ],"[('Canary', '2313084000000'), ('P2P', '2313084000000'), ('Deutsche Telekom', '2313084000000')]","[('Unknown DVN', '2313084000000')]"
0xdab7a8bc0b9438918434ab18f972b0d150ecafad75df3c2606307972ace42377,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0xb2688bc31237c027301b8ea1e69759f641904bb77afe2bdcd83145cd35404882,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0x2b071a4b48b78728c2a79a8c89e3fc185312b1940a3bf3d3c2748ccf36e36c51,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0xb3a69ef5af3c1d0b33a613e72bfca8b3b22147772ae58ed7ed8195e3d3eacec2,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0x86918771be8ee42855cf92b1894e6c4f8628fba4b06d6d717259a65110c46871,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0x425471fde85e55c058bcaca1f1c8646d595d16d53a3928f58922c9511bb91b1b,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0xa754833201eda6c3146e5f7f00c45f4dff21243d47c52b622097f4d0ad7c599d,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2306724000000;2306724000000;2306724000000 ],"[('Canary', '2306724000000'), ('P2P', '2306724000000'), ('Deutsche Telekom', '2306724000000')]","[('Unknown DVN', '2306724000000')]"
0x2cb5f46686f485c011b835720529d7c231e03daa67b2aca9696cf3766d66e980,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 11031551540847;11031551540847;11286150287823;11286150287823;11286150287823 ],"[('LayerZero Labs', '11031551540847'), ('Google Cloud', '11031551540847')]","[('Canary', '11031551540847'), ('Luganodes', '11031551540847'), ('Deutsche Telekom', '11286150287823')]"
0x410f06daf7b57e3a903cd40ddcadef6c68174cb958ac8d4cccbbb5ad0c7b0b69,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2383392000000;2383392000000;2383392000000 ],"[('Canary', '2383392000000'), ('P2P', '2383392000000'), ('Deutsche Telekom', '2383392000000')]","[('Unknown DVN', '2383392000000')]"
0xd4f1ef6a92a5542342204cb50d01f65b9d15fe756f1b1a8594a837ade4960849,[ 0x9e059a54699a285714207b43b055483e78faac25;0xd56e4eab23cb81f43168f9f45211eb027b9ac7cc ],[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0xa0af56164f02bdf9d75287ee77c568889f11d5f2;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ 10539210320142;10539210320142;10782446254062;10782446254062;10782446254062 ],"[('LayerZero Labs', '10539210320142'), ('Google Cloud', '10539210320142')]","[('Canary', '10539210320142'), ('Luganodes', '10539210320142'), ('Deutsche Telekom', '10782446254062')]"
0x12e87eba0e123a877f0f1ec59bd01fad550d33927f5b7c2c2bb94360063a2551,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 2313372000000;2313372000000;2313372000000 ],"[('Canary', '2313372000000'), ('P2P', '2313372000000'), ('Deutsche Telekom', '2313372000000')]","[('Unknown DVN', '2313372000000')]"
0x9d39d76650af5007a915fce1e84a21a26f0a3091f755724d56a4ea3c9b57dd54,[ 0x554833698ae0fb22ecc90b01222903fd62ca4b47;0x5b6735c66d97479ccd18294fc96b3084ecb2fa3f;0xc2a0c36f5939a14966705c7cec813163faeea1f0 ],[ ],[ 117173976559;117173976559;117173976559 ],"[('Canary', '117173976559'), ('P2P', '117173976559'), ('Deutsche Telekom', '117173976559')]","[('Unknown DVN', '117173976559')]"
